데이터구분,날짜,종목명,티커,기준모델,AI예측,확신도,핫키워드,뉴스판정,뉴스요약,뉴스출처,패턴판정,차트판정,핵심사유,비교모델,비교AI예측,비교확신도,비교핫키워드,비교뉴스판정,비교뉴스요약,비교뉴스출처,비교패턴판정,비교차트판정,비교핵심사유,종합예측,종합점수,모델일치도,뉴스중요도,종합사유,기준가,평가일,평가가,수익률,실제결과,적중여부,평가상태
일일,2026-04-27,케이뱅크,272210,gemini-2.5-flash,▼ 하락,75,희망퇴직,실질 악재,케이뱅크는 상장 직후 비용 효율화 및 경영 효율성 강화를 위해 전 직원을 대상으로 희망퇴직 제도를 도입하며 인력 구조 개편에 착수했다.,"newstong.co.kr, dealsite.co.kr",유사패턴 약세,강세,상장 직후 희망퇴직이라는 실질 악재 뉴스와 과거 하락 예측이 우세했던 유사 패턴이 현재 차트의 단기 강세 흐름을 상쇄하며 하방 압력을 가할 것으로 예상된다.,gemini-3-flash-preview,▲ 상승,72.0,IPO 예비심사 신청,실질 호재,케이뱅크가 역대 최대 분기 실적을 바탕으로 유가증권시장 상장을 위한 예비심사를 신청하며 2년 만에 IPO 절차에 공식 착수했습니다. 수익성 개선과 업비트 의존도 낮추기에 성공하며 기업 가치 재평가에 대한 시장의 기대가 높습니다.,,유사패턴 약세,강세,역대 최대 실적 기반의 IPO 공식 착수라는 강력한 실질 호재와 이평선 정배열의 기술적 강세가 과거의 부정적 패턴 데이터를 압도하며 단기적 상승 우위를 점할 것으로 판단된다.,━ 관망,58.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함,126100.0,2026-04-28,119900.0,-4.92,하락,O,평가완료
일일,2026-04-27,포스코DX,022100,gemini-2.5-flash,▲ 상승,85,AI 전환,실질 호재,"포스코DX는 2026 스마트공장·자동화산업전(AW 2026)에서 AI 에이전트 및 피지컬 AI 기술을 선보이며 인공지능 네이티브 기업으로의 전환을 가속화하고 있으며, AI 전문가 양성을 위한 AX 아카데미 프로그램도 운영 중이다.","posco.com, sedaily.com, chosun.com",유사패턴 강세,강세,AI 전환 가속화에 대한 실질 호재 뉴스에 힘입어 현재가가 20일선과 60일선을 모두 상회하며 단기 강세 신호를 보이고 있어 추가 상승이 기대된다.,gemini-3-flash-preview,▲ 상승,88.0,스마트팩토리 고도화,실질 호재,포스코그룹 이차전지 소재 공장의 자동화 설비 확대와 산업용 AI 기반 스마트팩토리 솔루션 공급으로 인해 역대 최대 실적을 기록하며 수익성이 크게 개선되었습니다.,,유사패턴 강세,강세,역대 최대 실적이라는 실질적 호재와 더불어 현재가가 20일 및 60일 이동평균선을 모두 상향 돌파하며 단기 추세 반전의 강력한 신호를 보이고 있다.,▲ 상승,91.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,35600.0,2026-04-28,36600.0,2.81,상승,O,평가완료
일일,2026-04-28,AAPL,AAPL,gemini-2.5-flash,━ 관망,65,AI 혁신 지연,실질 악재,"애플은 AI 혁신 분야에서 뒤처져 있다는 평가를 받으며, 핵심 AI 제품인 Siri의 성능 미흡과 'Apple Intelligence'의 반복적인 출시 지연이 새 CEO의 주요 과제로 부상했다.",morningstar.com,유사패턴 강세,강세,"현재 차트는 단기 강세 흐름을 보이나, 핵심 성장 동력인 AI 혁신 지연이라는 실질 악재가 단기 방향성에 불확실성을 가중시킨다.",gemini-3-flash-preview,▲ 상승,88.0,AI 프로세서(M4),실질 호재,"애플이 AI 처리 성능을 대폭 강화한 차세대 M4 칩셋 양산을 앞두고 있으며, 이를 통해 침체된 맥(Mac) 라인업의 전면 교체를 단행할 계획입니다. 하드웨어의 AI 최적화 가속화는 기기 교체 수요를 자극해 수익성 개선에 기여할 것으로 평가받습니다.",,유사패턴 강세,강세,이평선 정배열의 기술적 우위와 M4 칩 기반의 실질적인 하드웨어 교체 주기 모멘텀이 과거의 압도적인 상승 패턴과 일치하여 단기 반등 가능성이 높음.,▲ 상승,70.0,50.0,70.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함,270.71,2026-04-29,270.17,-0.2,하락,━,평가완료
일일,2026-04-28,GOOGL,GOOGL,gemini-2.5-flash,▲ 상승,92,AI 투자,실질 호재,Google은 AI 스타트업 Anthropic에 최대 400억 달러를 투자하고 자체 AI 칩(TPU v8)을 공개하는 등 AI 분야 리더십 강화를 위한 대규모 투자를 단행했다.,"tipranks.com, letsdatascience.com, 247wallst.com",유사패턴 강세,강세,"차트는 강한 정배열 상승 추세를 보이며, AI 분야 대규모 투자 및 신규 칩 발표라는 실질 호재와 과거 패턴의 상승 예측 우세가 결합되어 단기 상승 가능성이 매우 높다.",gemini-3-flash-preview,▲ 상승,92.0,1분기 어닝 서프라이즈,실질 호재,"알파벳이 시장 예상치를 상회하는 2026년 1분기 실적을 발표했으며, 클라우드 부문의 수익성 개선과 생성형 AI 기반 광고 매출 성장이 실적을 견인했습니다.",,유사패턴 강세,강세,실적 서프라이즈라는 강력한 펀더멘털 개선과 완벽한 이평선 정배열 및 과거 상승 패턴의 일치로 인해 단기 추가 상승 가능성이 매우 높음.,▲ 상승,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,349.78,2026-04-29,349.94,0.05,상승,O,평가완료
일일,2026-04-28,NVDA,NVDA,gemini-2.5-flash,▲ 상승,90,AI 반도체 수요 급증,실질 호재,"엔비디아는 AI 및 반도체 랠리에 힘입어 4월 27일 사상 최고치를 경신하며 시가총액 5조 달러를 돌파했으며, 강력한 1분기 매출 가이던스와 향후 칩 판매에 대한 낙관적인 전망을 제시했습니다. 뱅크오브아메리카는 엔비디아의 막대한 잉여현금흐름을 바탕으로 자사주 매입 및 배당 확대를 통한 추가적인 기업 가치 재평가를 예상했습니다.","marketbeat.com, forbes.com, tikr.com",유사패턴 강세,강세,"현재가는 20일선과 60일선 모두를 상회하며 정배열을 형성해 강력한 상승 추세를 보이고 있으며, 시가총액 5조 달러 돌파 및 긍정적 실적 가이던스 등 실질적인 호재 뉴스 및 과거 유사 패턴 또한 강한 상승 신호를 일관되게 제시합니다.",gemini-3-flash-preview,▲ 상승,92.0,AI 인프라 투자 확대,실질 호재,메타(Meta)와 구글 등 주요 빅테크 기업들이 AI 가속기 확보를 위해 설비투자(CAPEX) 전망치를 일제히 상향하며 엔비디아 칩에 대한 강력한 실질 수요를 입증했습니다.,,유사패턴 강세,강세,빅테크 기업들의 설비투자 상향이라는 실질적 호재와 기술적 정배열 추세 및 과거 상승 우세 패턴이 일치하여 강력한 단기 추가 상승 모멘텀을 확보했다.,▲ 상승,94.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,213.17,2026-04-29,209.25,-1.84,하락,X,평가완료
일일,2026-04-28,TSLA,TSLA,gemini-2.5-flash,▼ 하락,88,대규모 자본 지출,실질 악재,"테슬라의 1분기 매출과 주당순이익(EPS)은 예상치를 상회했지만, AI 및 로보틱스 투자 확대를 위한 연간 250억 달러 이상의 대규모 자본 지출 가이던스 발표로 인해 단기적인 마이너스 잉여현금흐름 우려가 커지며 주가가 하락했다.","stocktitan.net, capitalstreetfx.com, daum.net",유사패턴 약세,약세,"대규모 AI 및 로보틱스 자본 지출로 인한 단기적인 마이너스 잉여현금흐름 우려가 커지며 주가가 하락했고, 이는 역배열 차트 및 과거 패턴의 하락 성향과 일치한다.",gemini-3-flash-preview,▲ 상승,72.0,FSD 중국 승인,실질 호재,테슬라가 중국 당국의 데이터 안전 검사를 통과하고 바이두와 지도 협력을 체결하며 중국 내 FSD(Full Self-Driving) 출시를 위한 핵심 규제 장벽을 해소했습니다. 이는 최대 전기차 시장에서 고마진 소프트웨어 매출을 본격화할 수 있는 실질적인 수익 개선 동력으로 평가됩니다.,,유사패턴 약세,혼조,중국 내 FSD 규제 해소라는 강력한 실질적 펀더멘털 호재가 기술적 저항과 과거의 하락 우위 패턴을 상쇄하며 단기 반등을 견인할 것으로 판단됨.,━ 관망,62.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함,376.02,2026-04-29,372.8,-0.86,하락,O,평가완료
일일,2026-04-28,리얼티인컴,O,gemini-2.5-flash,▲ 상승,75,아폴로 합작투자,실질 호재,"리얼티인컴은 아폴로와 10억 달러 규모의 소매 자산 합작 투자를 통해 유럽 시장 확장 및 자금 조달 채널을 다변화하며, 670번째 월 배당을 인상하여 안정적인 주주 환원 정책을 이어가고 있습니다.","marketbeat.com, prnewswire.com, seekingalpha.com",유사패턴 강세,약세,실질적인 유럽 시장 확장 호재와 안정적인 배당 인상이 과거 유사 패턴의 상승 예측 성향과 맞물려 단기적으로 주가 회복을 이끌 가능성이 높습니다.,gemini-3-flash-preview,▲ 상승,75.0,AFFO 성장 가이드언스,실질 호재,"134번째 월 배당금 인상을 통해 670개월 연속 배당 기록을 경신했으며, 2026년 AFFO 성장 가이드언스를 발표하며 견조한 펀더멘탈을 확인했습니다. 아폴로와의 전략적 파트너십 체결 및 80억 달러 규모의 공격적인 투자 목표를 통해 고금리 환경 속에서도 수익성 강화와 자본 조달 다변화에 성공한 것으로 분석됩니다.",247wallst.com,유사패턴 강세,약세,현재 주가는 이평선 하회의 역배열 약세 구간이나 670개월 연속 배당 및 견조한 AFFO 성장 가이드언스라는 실질 호재와 과거 높은 유사 패턴 상승 확률을 근거로 저가 매수세 유입에 따른 단기 반등이 우세하다.,▲ 상승,84.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,63.55,2026-04-29,63.29,-0.41,하락,X,평가완료
일일,2026-04-28,삼성전자,005930,gemini-2.5-flash,▼ 하락,75,노조 파업,실질 악재,삼성전자 노조가 성과급 요구 불만으로 총파업을 예고하며 생산 차질 및 수십조 원의 손실 가능성이 제기되어 실적에 부정적 영향을 줄 수 있다.,"newswhoplus.com, ngonews.kr, ytn.co.kr",유사패턴 강세,강세,"강력한 정배열 차트와 상승 추세에도 불구하고, 노조 파업으로 인한 생산 차질 및 막대한 손실 가능성이라는 실질 악재가 단기적으로 강력한 하방 압력으로 작용할 것으로 예상된다.",gemini-3-flash-preview,▼ 하락,65.0,노조 총파업,실질 악재,5월 21일부터 예고된 창사 이래 최대 규모의 총파업으로 인해 약 30조 원 규모의 생산 차질과 글로벌 반도체 공급망 마비 우려가 실질적인 리스크로 부상했습니다.,"investing.com, thedailymoney.com",유사패턴 혼조,강세,이동평균선 정배열의 기술적 강세에도 불구하고 창사 이래 최대 규모의 총파업에 따른 거대 생산 차질 리스크가 단기 과열된 주가의 차익 실현 빌미로 작용할 가능성이 높습니다.,▼ 하락,80.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,222000.0,2026-04-29,226000.0,1.8,상승,X,평가완료
일일,2026-04-28,삼진제약,000520,gemini-2.5-flash,▲ 상승,75,월드클래스 플러스 프로젝트,실질 호재,삼진제약은 면역·염증 치료제 SJN314 및 항체-약물접합체(ADC) 플랫폼 개발 과제로 산업통상자원부의 '월드클래스 플러스 프로젝트'에 선정되어 4년간 연구개발 및 글로벌 상업화 지원을 받게 되었다. 이는 JP모건 헬스케어 컨퍼런스에서 논의된 신약 기술이전 목표와 함께 회사의 신약 중심 성장 전략을 가속화할 전망이다.,"asiae.co.kr, chosun.com, newsis.com",유사패턴 강세,약세,"현재 차트 지표는 약세 흐름을 보이나, '월드클래스 플러스 프로젝트' 선정이라는 강력한 실질 호재와 과거 유사 패턴의 상승 예측 성향이 단기적으로 매수 심리를 자극할 가능성이 높다.",gemini-3-flash-preview,▲ 상승,72.0,AR1001 임상 3상,실질 호재,"산업통상자원부의 '월드클래스 플러스' 지원 기업으로 선정되며 신약 상업화 가능성을 인정받았으며, 오는 3분기 알츠하이머 치료제(AR1001)의 임상 3상 탑라인 결과 발표가 예정되어 있습니다.",,유사패턴 강세,약세,기술적 지표는 역배열 상태의 약세 흐름이나 정부 지원 사업 선정과 3분기 대형 임상 모멘텀이 선반영되며 추세 전환을 시도할 가능성이 높다.,▲ 상승,83.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,9390.0,2026-04-29,9100.0,-3.09,하락,X,평가완료
일일,2026-04-28,카카오,035720,gemini-2.5-flash,▲ 상승,75,AI 및 글로벌 확장,실질 호재,"카카오는 카카오톡 기반 AI 서비스 '카나나'를 출시하고 구글 안드로이드와의 협력을 통해 AI 사업을 본격화하고 있으며, 카카오뱅크와 카카오페이의 해외 진출을 통해 글로벌 금융 서비스 확장에 박차를 가하고 있다.","mk.co.kr, ttlnews.com, daum.net",유사패턴 강세,혼조,"카카오의 AI 신사업 출시 및 글로벌 금융 서비스 확장이라는 실질 호재가 단기 주가 상승 모멘텀을 제공하며, 20일선 상회와 과거 유사 패턴의 상승 우세 경향이 이를 뒷받침한다.",gemini-3-flash-preview,▲ 상승,78.0,AI 에이전트,실질 호재,"카카오는 2025년 역대 최대 실적 달성으로 경영 내실화를 입증했으며, 2026년 상반기 '카나나' 등 AI 에이전트 서비스의 본격적인 출시를 통해 실질적인 수익 모델 다변화에 박차를 가하고 있습니다.",,유사패턴 강세,혼조,역대 최대 실적 기반의 펀더멘털 강화와 AI 신규 서비스 출시 모멘텀이 하방 지지력을 형성하고 있으나 60일선 저항 돌파를 위한 추가 거래량이 필요함,▲ 상승,85.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,48850.0,2026-04-29,48400.0,-0.92,하락,X,평가완료
일일,2026-04-28,케이뱅크,272210,gemini-2.5-flash,▲ 상승,75,리플 파트너십,실질 호재,"케이뱅크는 글로벌 블록체인 기업 리플과 전략적 파트너십을 체결하여 블록체인 기반 해외송금 기술 검증에 돌입했으며, 이를 통해 글로벌 금융 네트워크 경쟁력 강화와 디지털 자산 활용 확대를 추진한다.","nanumy.co.kr, chosun.com, etnews.com",유사패턴 약세,혼조,"현재 주가가 60일 이동평균선 지지선에 위치하며 정배열 추세를 유지하고 있어, 리플과의 전략적 파트너십이라는 실질 호재가 단기 반등 모멘텀을 제공할 것으로 판단된다.",gemini-3-flash-preview,━ 관망,62.0,리플 파트너십,실질 호재,케이뱅크는 글로벌 블록체인 기업 리플과 전략적 파트너십을 체결하고 블록체인 기반 해외 송금 인프라 및 디지털 자산 분야 협력을 본격화했다. 이는 상장 이후 특정 가상자산 거래소 의존도를 낮추고 신사업을 통한 수익 구조 다변화를 꾀하는 실질적인 행보로 평가된다.,"businesspost.co.kr, daum.net",유사패턴 약세,혼조,"리플과의 전략적 제휴라는 강력한 실질 호재가 발생했으나, 20일 이동평균선 이탈과 과거 하락 우세 패턴의 압력이 상존하여 단기 추세의 불확실성이 높다.",▲ 상승,70.0,50.0,100.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함,119900.0,2026-04-29,118100.0,-1.5,하락,X,평가완료
일일,2026-04-28,포스코DX,022100,gemini-2.5-flash,▲ 상승,75,AI/DX 기술,단순 기대감,"포스코DX는 최근 스마트팩토리 및 AI/DX 기술 선도 기업으로서의 비전을 지속적으로 선보이며 미래 성장 기대감을 높이고 있으나, 높은 밸류에이션에 따른 주가 조정 가능성에 대한 분석도 제기되고 있다.","judal.co.kr, posco.com, asiae.co.kr",유사패턴 강세,강세,"현재가가 20일선과 60일선을 모두 상회하며 단기적인 상승 모멘텀을 보이나, 이평선 역배열 및 뉴스에 언급된 높은 밸류에이션 우려가 상승폭을 제한할 수 있습니다.",gemini-3-flash-preview,▲ 상승,88.0,스마트 팩토리 수주,실질 호재,북미 이차전지 소재 공장 대상 대규모 AI 스마트 팩토리 시스템 공급 계약을 체결하며 역대 최대 분기 수주 잔고를 경신했습니다.,,유사패턴 강세,강세,역배열 추세 내에서도 현재가가 주요 이평선을 모두 상향 돌파했으며 역대 최대 수주 잔고라는 실질적 호재와 과거 상승 패턴이 강력하게 일치한다.,▲ 상승,83.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함,36600.0,2026-04-29,36350.0,-0.68,하락,X,평가완료
